id,Name,Brand,Price,Image URL,Website,Category,Description,Views,Discount
10,"HP Pavilion 15-AU620TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Natural Silver, 15.6 inch)",HP,683.4,https://i.gadgets360cdn.com/products/laptops/large/1525207812_635_pavilion-15-au620tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au620tx-5388,Laptop,Powerful laptop for creatives,1136,10
11,"HP Pavilion 15-AU628TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Natural Silver, 15.6 inch)",HP,963.0,https://i.gadgets360cdn.com/products/laptops/large/1525207818_635_pavilion-15-au628tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au628tx-5391,Laptop,Budget-friendly laptop with great features,458,10
12,"HP 15-AY006TX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",HP,429.588,https://i.gadgets360cdn.com/products/laptops/large/1525204399_635_15-ay006tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ay006tx-5093,Laptop,Best laptop for business professionals,2100,0
13,"Lenovo G50 45 Laptop (DOS, 2GB RAM, 500GB HDD, AMD Black, 15.6 inch)",Lenovo,215.88,https://i.gadgets360cdn.com/products/laptops/large/1525206045_635_g50-45.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lenovo-g50-45-4930,Laptop,Budget-friendly laptop with great features,1380,5
14,"HP 15-BA021AX Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Silver, 15.6 inch)",HP,389.88,https://i.gadgets360cdn.com/products/laptops/large/1525207787_635_pavilion-15-ba021ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ba021ax-5376,Laptop,Powerful laptop for creatives,2405,20
15,"HP Pavilion 15-AU009TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",HP,866.988,https://i.gadgets360cdn.com/products/laptops/large/1525206219_635_pavilion-15-au009tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au009tx-5228,Laptop,High-performance laptop for gaming,3238,15
16,"MSI PS63 Modern 8RC-066IN 2019 Laptop (Windows 10 Home, 4GB RAM, 512GB SDD, Intel Core i7, Deep Carbon Grey, 15.6 Inches)",MSI,1224.0,https://i.gadgets360cdn.com/products/large/1552655828_635_MSI_PS63_modern.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/msi-ps63-modern-8rc-12957,Laptop,Lightweight and portable laptop,3343,0
17,"Acer Travel Mate TMP259-G2-MG Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i5, Black)",Acer,514.8,https://i.gadgets360cdn.com/products/laptops/large/1525207612_635_travelmate-p2-tmp259-g2-mg.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-travelmate-p2-tmp259-g2-mg-5312,Laptop,Budget-friendly laptop with great features,2555,15
18,"HP Pavilion 15-AB522TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver)",HP,710.28,https://i.gadgets360cdn.com/products/laptops/large/1525206210_635_pavilion-15-ab522tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ab522tx-5223,Laptop,Powerful laptop for creatives,16,15
19,"HP Pavilion 15-AC179TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Silver)",HP,524.28,https://i.gadgets360cdn.com/products/laptops/large/1525206224_635_pavilion-15-ac179tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ac179tx-5232,Laptop,Budget-friendly laptop with great features,2733,5
20,"Asus R558UQ-DM540D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Matte Golden, 15.6 inch)",Asus,491.988,https://i.gadgets360cdn.com/products/laptops/large/1525207643_635_r558uq-dm540d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-r558uq-dm540d-5336,Laptop,High-performance laptop for gaming,3360,20
21,"Asus R558UQ-DM701D Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Asus,623.88,https://i.gadgets360cdn.com/products/laptops/large/1525207665_635_r558uq-dm701d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-r558uq-dm701d-5338,Laptop,Affordable laptop for everyday use,693,15
22,"Asus R558UF-DM175D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",Asus,532.6800000000001,https://i.gadgets360cdn.com/products/laptops/large/1525205925_635_r558uf-dm175d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-r558uf-dm175d-5146,Laptop,Budget-friendly laptop with great features,2847,10
23,"HP 14-AC153TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 14 inch)",HP,431.988,https://i.gadgets360cdn.com/products/laptops/large/1525204308_635_14-ac153tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-14-ac153tx-5068,Laptop,Lightweight and portable laptop,654,20
24,"HP Star Wars 15-AN003TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black)",HP,766.788,https://i.gadgets360cdn.com/products/laptops/large/1525206239_635_15-an003tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-an003tx-5241,Laptop,Powerful laptop for creatives,3460,0
25,"HP 15-AY507TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",HP,570.0,https://i.gadgets360cdn.com/products/laptops/large/1525206312_635_15-ay507tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ay507tx-5255,Laptop,High-performance laptop for gaming,1318,15
26,"HP Pavilion 15-AB027TX Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i3, Natural Silver, 15.6 inch)",HP,539.988,https://i.gadgets360cdn.com/products/laptops/large/1546455290_635_hp_pavilion-15-ab027tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ab027tx-5053,Laptop,Lightweight and portable laptop,1120,5
27,"HP 15-AB032TX Laptop (Windows 8.1, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",HP,645.6,https://i.gadgets360cdn.com/products/laptops/large/1525204301_635_pavilion-15-ab032tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ab032tx-5063,Laptop,Best laptop for business professionals,2919,0
28,"HP Pavilion 15-AU084TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver)",HP,698.088,https://i.gadgets360cdn.com/products/laptops/large/1525206222_635_pavilion-15-au084tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au084tx-5230,Laptop,Affordable laptop for everyday use,4040,10
29,"Asus R558UF-DM176D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Red, 15.6 inch)",Asus,490.8,https://i.gadgets360cdn.com/products/laptops/large/1525206020_635_r558uf-dm176d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-r558uf-dm176d-5164,Laptop,Best laptop for business professionals,1597,10
30,"HP Pavilion 15-AU006TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",HP,712.26,https://i.gadgets360cdn.com/products/laptops/large/1525206216_635_pavilion-15-au006tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au006tx-5226,Laptop,Lightweight and portable laptop,1743,10
31,"Acer Aspire E E5-575 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Acer,323.76,https://i.gadgets360cdn.com/products/laptops/large/1525207602_635_aspire-e-e5-575.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-aspire-e-e5-575-5127,Laptop,Affordable laptop for everyday use,897,10
32,"HP Pavilion 15-AC121TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, White)",HP,466.8,https://i.gadgets360cdn.com/products/laptops/large/1525204274_635_pavilion-15-ac121tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ac121tx-5047,Laptop,Affordable laptop for everyday use,4948,5
33,"Asus X540SA-XX311D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Celeron, Gold, 15.6 inch)",Asus,239.988,https://i.gadgets360cdn.com/products/laptops/large/1525205943_635_x540sa-xx311d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-x540sa-xx311d-5158,Laptop,Lightweight and portable laptop,4210,20
34,"HP Pavilion 15-AU624TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",HP,744.0,https://i.gadgets360cdn.com/products/laptops/large/1525207794_635_pavilion-15-au624tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au624tx-5380,Laptop,Budget-friendly laptop with great features,2115,10
35,"Acer Aspire E5-575 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Acer,491.988,https://i.gadgets360cdn.com/products/laptops/large/1525207596_635_aspire-e5-575.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-aspire-e5-575-5118,Laptop,Affordable laptop for everyday use,709,10
36,"Lenovo Z51 70 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Lenovo,660.0,https://i.gadgets360cdn.com/products/laptops/large/1525204431_635_z51-70.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lenovo-z51-70-5110,Laptop,Best laptop for business professionals,623,0
37,"Lenovo Y50 70 Laptop (Windows 8.1, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Lenovo,719.88,https://i.gadgets360cdn.com/products/laptops/large/1525202383_635_y50-70.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lenovo-y50-70-4941,Laptop,Best laptop for business professionals,3089,0
38,"Asus R558UQ-DM513D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Dark Blue, 15.6 inch)",Asus,503.88,https://i.gadgets360cdn.com/products/laptops/large/1525207640_635_r558uq-dm513d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-r558uq-dm513d-5334,Laptop,Best laptop for business professionals,3549,15
39,"HP Envy AE008TX Laptop (Windows 8, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",HP,1078.2,https://i.gadgets360cdn.com/products/laptops/large/1525204258_635_envy-15-ae008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-envy-15-ae008tx-5037,Laptop,Lightweight and portable laptop,4249,0
40,"HP Pavilion X360 11-N032TU Laptop (Windows 8.1, 4GB RAM, 500GB HDD, Intel Pentium, Red)",HP,384.0,https://i.gadgets360cdn.com/products/laptops/large/1525202082_635_pavilion-x360-11-n032tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-x360-11-n032tu-4895,Laptop,Affordable laptop for everyday use,377,20
41,"HP Compaq 15-S105TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Grey)",HP,383.988,https://i.gadgets360cdn.com/products/laptops/large/1525202345_635_15-s105tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-s105tu-4924,Laptop,Lightweight and portable laptop,234,5
42,"HP Pavilion 15-AU008TX Laptop (Windows 10, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",HP,971.88,https://i.gadgets360cdn.com/products/laptops/large/1546455604_635_hp_pavilion-15-au008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au008tx-5227,Laptop,Best laptop for business professionals,1213,5
43,"HP Envy 15-W101TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",HP,719.988,https://i.gadgets360cdn.com/products/laptops/large/1525206086_635_envy-x360-15-w101tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-envy-x360-15-w101tx-5201,Laptop,High-performance laptop for gaming,187,0
44,"HP Pavilion 15-AB030TX Laptop (1000GB HDD, Intel Core i5, White)",HP,600.0,https://i.gadgets360cdn.com/products/laptops/large/1525204299_635_pavilion-15-ab030tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ab030tx-5062,Laptop,Powerful laptop for creatives,4236,15
45,"Asus Rog GL552VW-CN430T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Grey, 15.6 inch)",Asus,1079.88,https://i.gadgets360cdn.com/products/laptops/large/1525205930_635_rog-cn430t-gl552vw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-rog-cn430t-gl552vw-5149,Laptop,Lightweight and portable laptop,4655,10
46,"Asus K555LB-DM109T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Blue, 15.6 inch)",Asus,596.4,https://i.gadgets360cdn.com/products/laptops/large/1525204145_635_k555lb-dm109t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-k555lb-dm109t-5002,Laptop,Lightweight and portable laptop,4063,5
47,"Asus X550CC-XO072D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Grey, 15.6 inch)",Asus,385.2,https://i.gadgets360cdn.com/products/laptops/large/1525200120_635_x550cc-xo072d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-x550cc-xo072d-4766,Laptop,High-performance laptop for gaming,3512,15
48,"Asus S56CM-XO177H Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 22 inch)",Asus,466.8,https://i.gadgets360cdn.com/products/laptops/large/1525200112_635_s56cm-xo177h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-s56cm-xo177h-4760,Laptop,Budget-friendly laptop with great features,4894,0
49,"Asus R558UR-DM069D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Asus,491.88,https://i.gadgets360cdn.com/products/laptops/large/1525205924_635_r558ur-dm069d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-r558ur-dm069d-5145,Laptop,Best laptop for business professionals,99,0
50,"Asus Rog Strix GL502VT-FY026T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Asus,1378.8,https://i.gadgets360cdn.com/products/laptops/large/1525205937_635_rog-strix-gl502vt-fy026t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-rog-strix-gl502vt-fy026t-5154,Laptop,Budget-friendly laptop with great features,2737,0
51,"HP 15-AY008TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Silver)",HP,504.0,https://i.gadgets360cdn.com/products/laptops/large/1525206257_635_15-ay008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ay008tx-5251,Laptop,High-performance laptop for gaming,672,20
52,"Asus Rog GL552VX-DM261T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Asus,828.0,https://i.gadgets360cdn.com/products/laptops/large/1525205936_635_rog-gl552vx-dm261t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-rog-gl552vx-dm261t-5153,Laptop,Powerful laptop for creatives,2242,20
53,"Dell Latitude 3550 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.5 inch)",Dell,335.88,https://i.gadgets360cdn.com/products/laptops/large/1525202049_635_latitude-3550.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/dell-latitude-3550-4877,Laptop,High-performance laptop for gaming,893,10
54,"Acer Travel Mate P2-P249-MG Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Black)",Acer,479.988,https://i.gadgets360cdn.com/products/laptops/large/1525207611_635_travelmate-p2-p249-mg.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-travelmate-p2-p249-mg-5311,Laptop,Best laptop for business professionals,55,5
55,"HP 15-AC121TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Blue, 15.6 inch)",HP,407.76,https://i.gadgets360cdn.com/products/laptops/large/1525204282_635_pavilion-15-ac121tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ac121tu-5051,Laptop,Powerful laptop for creatives,2202,0
56,"MSI CX62-7QL Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i7, Black)",MSI,647.88,https://i.gadgets360cdn.com/products/laptops/large/1525207924_635_cx62-7ql.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/msi-cx62-7ql-5430,Laptop,Best laptop for business professionals,1491,15
57,"Acer Predator G9-792 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Red, 17.3 inch)",Acer,2159.988,https://i.gadgets360cdn.com/products/laptops/large/1525205905_635_predator-g9-792.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-predator-g9-792-5133,Laptop,High-performance laptop for gaming,617,10
58,"Dell Vostro 2520 Laptop (Linux, 2GB RAM, 320GB HDD, Intel Pentium, Grey, 14 inch)",Dell,360.0,https://i.gadgets360cdn.com/products/laptops/large/1525200129_635_vostro-2520.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/dell-vostro-2520-4771,Laptop,Affordable laptop for everyday use,1350,0
59,"Asus X540SA-XX366D Laptop (DOS, 4GB RAM, Intel Celeron, Silver, 15.6 inch)",Asus,227.988,https://i.gadgets360cdn.com/products/laptops/large/1525205945_635_x540sa-xx366d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-x540sa-xx366d-5159,Laptop,Powerful laptop for creatives,3937,20
60,"HP 15-AY554TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",HP,438.0,https://i.gadgets360cdn.com/products/laptops/large/1546455157_635_hp_pavilion-15-ay554tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ay554tu-5213,Laptop,Affordable laptop for everyday use,3500,5
61,"HP 15-AY078TX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",HP,708.0,https://i.gadgets360cdn.com/products/laptops/large/1525206196_635_pavilion-15-ay078tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ay078tx-5215,Laptop,Lightweight and portable laptop,699,0
62,"Acer Aspire E E5-551G Laptop (Linux, 8GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Acer,429.6,https://i.gadgets360cdn.com/products/laptops/large/1525203896_635_aspire-e-15-e5-551g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-aspire-e-15-e5-551g-4964,Laptop,Lightweight and portable laptop,4889,5
63,"HP Pavilion 15-AU114TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",HP,739.236,https://i.gadgets360cdn.com/products/laptops/large/1525207809_635_pavilion-15-au114tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au114tx-5386,Laptop,Powerful laptop for creatives,3610,15
64,"Acer Aspire E5-575G Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, 6th Gen, Black, 15.6 inch)",Acer,299.988,https://i.gadgets360cdn.com/products/laptops/large/1525205897_635_aspire-e-15-e5-575g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-aspire-e-15-e5-575g-5128,Laptop,Affordable laptop for everyday use,2545,20
65,"Dell Inspiron 5567 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Dell,329.88,https://i.gadgets360cdn.com/products/laptops/large/1525207703_635_inspiron-5567.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/dell-inspiron-5567-5361,Laptop,Budget-friendly laptop with great features,3328,15
66,"HP 15-AF103AX Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Silver)",HP,311.88,https://i.gadgets360cdn.com/products/laptops/large/1525206253_635_15-af103ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-af103ax-5249,Laptop,Powerful laptop for creatives,1791,15
67,"HP 15-AY508TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",HP,509.88,https://i.gadgets360cdn.com/products/laptops/large/1525204407_635_15-ay508tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ay508tx-5098,Laptop,Affordable laptop for everyday use,1366,15
68,"HP Pavilion 15-AU118TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",HP,815.988,https://i.gadgets360cdn.com/products/laptops/large/1525207810_635_pavilion-15-au118tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au118tx-5387,Laptop,Best laptop for business professionals,4246,10
69,"HP 15-AC045TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",HP,460.8,https://i.gadgets360cdn.com/products/laptops/large/1525204262_635_15-ac045tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ac045tu-5039,Laptop,Budget-friendly laptop with great features,283,0
70,"HP 15-AC040TU Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",HP,257.88,https://i.gadgets360cdn.com/products/laptops/large/1525204320_635_15-ac040tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ac040tu-5076,Laptop,Affordable laptop for everyday use,2022,5
