Name,Brand,Price,Image URL,Website,Category,Description,Views,Discount
"HP Envy AE008TX Laptop (Windows 8, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",HP,1078.2,https://i.gadgets360cdn.com/products/laptops/large/1525204258_635_envy-15-ae008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-envy-15-ae008tx-5037,Laptop,Lightweight and portable laptop,4249,0
"HP Pavilion X360 11-N032TU Laptop (Windows 8.1, 4GB RAM, 500GB HDD, Intel Pentium, Red)",HP,384.0,https://i.gadgets360cdn.com/products/laptops/large/1525202082_635_pavilion-x360-11-n032tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-x360-11-n032tu-4895,Laptop,Affordable laptop for everyday use,377,20
"HP Compaq 15-S105TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Grey)",HP,383.988,https://i.gadgets360cdn.com/products/laptops/large/1525202345_635_15-s105tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-s105tu-4924,Laptop,Lightweight and portable laptop,234,5
"HP Pavilion 15-AU008TX Laptop (Windows 10, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",HP,971.88,https://i.gadgets360cdn.com/products/laptops/large/1546455604_635_hp_pavilion-15-au008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au008tx-5227,Laptop,Best laptop for business professionals,1213,5
"HP Envy 15-W101TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",HP,719.988,https://i.gadgets360cdn.com/products/laptops/large/1525206086_635_envy-x360-15-w101tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-envy-x360-15-w101tx-5201,Laptop,High-performance laptop for gaming,187,0
"HP Pavilion 15-AB030TX Laptop (1000GB HDD, Intel Core i5, White)",HP,600.0,https://i.gadgets360cdn.com/products/laptops/large/1525204299_635_pavilion-15-ab030tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ab030tx-5062,Laptop,Powerful laptop for creatives,4236,15
"Asus Rog GL552VW-CN430T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Grey, 15.6 inch)",Asus,1079.88,https://i.gadgets360cdn.com/products/laptops/large/1525205930_635_rog-cn430t-gl552vw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-rog-cn430t-gl552vw-5149,Laptop,Lightweight and portable laptop,4655,10
"Asus K555LB-DM109T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Blue, 15.6 inch)",Asus,596.4,https://i.gadgets360cdn.com/products/laptops/large/1525204145_635_k555lb-dm109t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-k555lb-dm109t-5002,Laptop,Lightweight and portable laptop,4063,5
"Asus X550CC-XO072D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Grey, 15.6 inch)",Asus,385.2,https://i.gadgets360cdn.com/products/laptops/large/1525200120_635_x550cc-xo072d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-x550cc-xo072d-4766,Laptop,High-performance laptop for gaming,3512,15
"Asus S56CM-XO177H Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 22 inch)",Asus,466.8,https://i.gadgets360cdn.com/products/laptops/large/1525200112_635_s56cm-xo177h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-s56cm-xo177h-4760,Laptop,Budget-friendly laptop with great features,4894,0
"Asus R558UR-DM069D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Asus,491.88,https://i.gadgets360cdn.com/products/laptops/large/1525205924_635_r558ur-dm069d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-r558ur-dm069d-5145,Laptop,Best laptop for business professionals,99,0
"Asus Rog Strix GL502VT-FY026T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Asus,1378.8,https://i.gadgets360cdn.com/products/laptops/large/1525205937_635_rog-strix-gl502vt-fy026t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-rog-strix-gl502vt-fy026t-5154,Laptop,Budget-friendly laptop with great features,2737,0
"HP 15-AY008TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Silver)",HP,504.0,https://i.gadgets360cdn.com/products/laptops/large/1525206257_635_15-ay008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ay008tx-5251,Laptop,High-performance laptop for gaming,672,20
"Asus Rog GL552VX-DM261T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Asus,828.0,https://i.gadgets360cdn.com/products/laptops/large/1525205936_635_rog-gl552vx-dm261t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-rog-gl552vx-dm261t-5153,Laptop,Powerful laptop for creatives,2242,20
"Dell Latitude 3550 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.5 inch)",Dell,335.88,https://i.gadgets360cdn.com/products/laptops/large/1525202049_635_latitude-3550.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/dell-latitude-3550-4877,Laptop,High-performance laptop for gaming,893,10
"Acer Travel Mate P2-P249-MG Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Black)",Acer,479.988,https://i.gadgets360cdn.com/products/laptops/large/1525207611_635_travelmate-p2-p249-mg.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-travelmate-p2-p249-mg-5311,Laptop,Best laptop for business professionals,55,5
"HP 15-AC121TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Blue, 15.6 inch)",HP,407.76,https://i.gadgets360cdn.com/products/laptops/large/1525204282_635_pavilion-15-ac121tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ac121tu-5051,Laptop,Powerful laptop for creatives,2202,0
"MSI CX62-7QL Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i7, Black)",MSI,647.88,https://i.gadgets360cdn.com/products/laptops/large/1525207924_635_cx62-7ql.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/msi-cx62-7ql-5430,Laptop,Best laptop for business professionals,1491,15
"Acer Predator G9-792 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Red, 17.3 inch)",Acer,2159.988,https://i.gadgets360cdn.com/products/laptops/large/1525205905_635_predator-g9-792.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-predator-g9-792-5133,Laptop,High-performance laptop for gaming,617,10
"Dell Vostro 2520 Laptop (Linux, 2GB RAM, 320GB HDD, Intel Pentium, Grey, 14 inch)",Dell,360.0,https://i.gadgets360cdn.com/products/laptops/large/1525200129_635_vostro-2520.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/dell-vostro-2520-4771,Laptop,Affordable laptop for everyday use,1350,0
"Asus X540SA-XX366D Laptop (DOS, 4GB RAM, Intel Celeron, Silver, 15.6 inch)",Asus,227.988,https://i.gadgets360cdn.com/products/laptops/large/1525205945_635_x540sa-xx366d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-x540sa-xx366d-5159,Laptop,Powerful laptop for creatives,3937,20
"HP 15-AY554TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",HP,438.0,https://i.gadgets360cdn.com/products/laptops/large/1546455157_635_hp_pavilion-15-ay554tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ay554tu-5213,Laptop,Affordable laptop for everyday use,3500,5
"HP 15-AY078TX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",HP,708.0,https://i.gadgets360cdn.com/products/laptops/large/1525206196_635_pavilion-15-ay078tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-ay078tx-5215,Laptop,Lightweight and portable laptop,699,0
"Acer Aspire E E5-551G Laptop (Linux, 8GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Acer,429.6,https://i.gadgets360cdn.com/products/laptops/large/1525203896_635_aspire-e-15-e5-551g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-aspire-e-15-e5-551g-4964,Laptop,Lightweight and portable laptop,4889,5
"HP Pavilion 15-AU114TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",HP,739.236,https://i.gadgets360cdn.com/products/laptops/large/1525207809_635_pavilion-15-au114tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au114tx-5386,Laptop,Powerful laptop for creatives,3610,15
"Acer Aspire E5-575G Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, 6th Gen, Black, 15.6 inch)",Acer,299.988,https://i.gadgets360cdn.com/products/laptops/large/1525205897_635_aspire-e-15-e5-575g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/acer-aspire-e-15-e5-575g-5128,Laptop,Affordable laptop for everyday use,2545,20
"Dell Inspiron 5567 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Dell,329.88,https://i.gadgets360cdn.com/products/laptops/large/1525207703_635_inspiron-5567.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/dell-inspiron-5567-5361,Laptop,Budget-friendly laptop with great features,3328,15
"HP 15-AF103AX Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Silver)",HP,311.88,https://i.gadgets360cdn.com/products/laptops/large/1525206253_635_15-af103ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-af103ax-5249,Laptop,Powerful laptop for creatives,1791,15
"HP 15-AY508TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",HP,509.88,https://i.gadgets360cdn.com/products/laptops/large/1525204407_635_15-ay508tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ay508tx-5098,Laptop,Affordable laptop for everyday use,1366,15
"HP Pavilion 15-AU118TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",HP,815.988,https://i.gadgets360cdn.com/products/laptops/large/1525207810_635_pavilion-15-au118tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-pavilion-15-au118tx-5387,Laptop,Best laptop for business professionals,4246,10
"HP 15-AC045TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",HP,460.8,https://i.gadgets360cdn.com/products/laptops/large/1525204262_635_15-ac045tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ac045tu-5039,Laptop,Budget-friendly laptop with great features,283,0
"HP 15-AC040TU Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",HP,257.88,https://i.gadgets360cdn.com/products/laptops/large/1525204320_635_15-ac040tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/hp-15-ac040tu-5076,Laptop,Affordable laptop for everyday use,2022,5
"Asus X541UA-DM883D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",Asus,323.988,https://i.gadgets360cdn.com/products/laptops/large/1525205948_635_x541ua-dm883d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/asus-x541ua-dm883d-5161,Laptop,Budget-friendly laptop with great features,4830,10
